,_id,cat,description,name,purchases_Y15/M08,purchases_Y15/M09,purchases_Y15/M10,purchases_Y15/M11
230,0909-001367-0004136-0043,"[""girls"",""jeans"",""bootcut-jeans""]","This beautifully embellished slim boot jean is ready to show off. Sandblasted, featuring thick stitched seams and embroidered cross with crystal accents at the back pockets. Sits on waist. Skinny fit from thigh to knee. Flares out from knee.
			Premiere Denim by rue21
			Approx. 17 in. leg opening
			Approx. 31 in. inseam
			53% cotton, 23% rayon, 22% polyester, 2% spandex
			Machine wash 
			Model wears size 3/4
			Imported
			STYLE: 0909-001367-0004136",Thick Stitched Embellished Slim Boot Jean in Short,49.0,96.0,1.0,0.0
231,0924-000203-0002794,"[""shoes"",""girls-shoes"",""sandals"",""gladiator-sandals""]","This sleek and edgy gladiator sandal features a caged, multi-strap design. Complete with cone studs that travel down the center. 
			Zip closure
			Man-made materials
			Non-skid sole
			Imported
			STYLE: 0924-000203-0002794",Black Cone-Studded Gladiator Sandal,1.0,0.0,0.0,0.0
232,0924-000818-0001000,"[""shoes"",""girls-shoes"",""sandals"",""gladiator-sandals""]","This cute and funky gladiator sandal is sure to brighten up your outfit. Designed with intertwined faux leather and metallic silver straps across the foot.
			Zip closure
			Man-made materials
			Non-skid sole
			Imported
			STYLE: 0924-000818-0001000",Black Metallic Gladiator Sandal,1.0,0.0,0.0,0.0
233,0972-000203-0000038,"[""guys"",""boxers-and-socks"",""socks""]","Yeah these crew socks are definitely pirate-y. Featured in a teal the color of the seas, they have anchors, skulls and crossbones, and geometric details for a modern finish.
			85% polyester, 12% cotton, 3% spandex
			Machine wash
			One size fits most
			Imported
			STYLE: 0972-000203-0000038",Teal Pirate-y Crew Socks,1.0,0.0,0.0,0.0
234,0972-000203-0000052-0004,"[""guys"",""boxers-and-socks"",""socks""]","Try stepping into something a little more fun. These soft knit crew socks feature a gray knit with an elephant skin print in red, white and black stripes. Because where's the fun in plain socks?
			85% polyester, 12% cotton, 3% spandex
			Machine wash 
			One size fits most
			Imported
			STYLE: 0972-000203-0000052",Striped Elephant Skin Print Crew Socks,0.0,8.0,72.0,0.0
235,0972-000203-0000221-0060,"[""guys"",""boxers-and-socks"",""socks""]","Why settle for dull when you can go all out in these knit crew socks? Features a red and black cheetah print design .
			85% polyester, 12% cotton, 3% spandex
			Machine wash 
			One size fits most
			Imported
			STYLE: 0972-000203-0000221",Red Cheetah Crew Socks,0.0,11.0,72.0,0.0
236,7110-000124-0006118,"[""plus"",""plus-activewear""]","The fall back top for a laid back weekend. This raglan top is crafted from a soft, heathered knit and features dark camo print sleeves. It's the perfect top for relaxing or fun-filled days.
			rue+ Collection
			52% cotton, 23% rayon, 22% polyester, 3% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-000124-0006118",Plus Heathered Camo Raglan Top,11.0,5.0,0.0,0.0
237,7110-000855-0003245,"[""plus"",""plus-tank-tops""]","Grab your beach blanket and get ready to soak up some sun! This lightweight knit tank is perfect for enjoying the summer breeze, featuring a mix of wide and skinny striped patterns.
			rue+ Collection
			95% polyester, 5% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-000855-0003245",Plus Coral Mixed Striped Tank,15.0,29.0,0.0,0.0
238,7110-000855-0003603,"[""plus"",""plus-tees"",""plus-long-sleeve""]","Stop to enjoy the flowers in this pretty tee. The jersey knit fabric features a red floral  print that travels from the yoke and down to the sleeves, ending in bold stripes at the elbow.
			rue+ Collection
			95% rayon, 5% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-000855-0003603",Plus Rosy Athletic Tee,16.0,1.0,0.0,0.0
239,7110-000855-0006345-0010,"[""plus"",""plus-tank-tops""]","Stripes here, there and everywhere! This cute and soft jersey knit tank features a mixture of solid and heathered stripes in an array of widths. The front pocket features skinny stripes to contrast with the front design.
			rue+ Collection
			95% polyester, 5% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-000855-0006345",Plus White Stripes Abound Tank,32.0,74.0,3.0,0.0
240,7110-000855-0006354-0010,"[""plus"",""plus-activewear""]","Probably one of the few instances when camo isn't meant to go unnoticed. This slub knit tee features camo print raglan sleeves with a matching mini front pocket. The lightweight knit is perfect for layering during the summer months.
			rue+ Collection
			55% polyester, 45% cotton
			Machine wash 
			Model wears size 1X
			Imported
			Undergarment not included
			STYLE: 7110-000855-0006354",Plus Slub Camo Baseball Tee,5.0,5.0,36.0,1.0
241,7110-001110-0002111,"[""plus"",""plus-tees"",""plus-long-sleeve""]","A soft, slouchy dolman top with drop shoulder sleeves and dorito stitching at the collar.
			rue+ Collection
			92% polyester, 8% spandex
			Hand wash
			Model wears size 2X
			Imported
			STYLE: 7110-001110-0002111",Plus Ivory Slouchy Dorito Dolman Top,0.0,0.0,0.0,0.0
242,7110-001110-0002524-0067,"[""plus"",""plus-tees"",""plus-long-sleeve""]","Get into the fall mood with this pretty dolman top. Crafted with soft jersey knit and featuring a mixed striped print in burgundy and black. Complete with ruched side seams.
			rue+ Collection
			95% rayon, 5% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-001110-0002524",Plus Striped & Ruched Dolman Top,0.0,9.0,55.0,53.0
243,7110-001110-0002627,"[""plus"",""plus-tank-tops""]","This laid back tank is perfect for relaxing in the summer sun. Made from a lightweight and soft jersey knit, featuring a blue boho print. This look is complete with a zip accent at the back yoke.
			rue+ Collection
			100% rayon
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-001110-0002627",Plus Boho Zip Tank,11.0,10.0,0.0,0.0
244,7110-001110-0002702-0013,"[""plus"",""plus-tees"",""plus-long-sleeve""]","An everyday favorite, this ribbed knit top is the perfect blend of cozy pullover and casual tee, featuring flat knit raglan sleeves in rose print and a contrast body. Pair it with your favorite pair of jeans for the perfect schoolday look!
			rue+ Collection
			Body - 53% rayon, 42% polyester, 5% spandex; Sleeve - 95% rayon, 5% spandex
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7110-001110-0002702",Plus Rose Ribbed Raglan Top,0.0,71.0,169.0,0.0
245,7110-001110-0007345-0001,"[""plus"",""plus-tees"",""plus-short-sleeve""]","This ultra casual top was given a feminine upgrade, featuring a pink floral print across the body. The soft ribbed knit is built with white raglan sleeves and finishes with a rounded hemline.
			rue+ Collection
			95% rayon, 5% spandex
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7110-001110-0007345",Plus Floral Ribbed Baseball Tee,16.0,23.0,2.0,0.0
246,7110-001110-0007545,"[""plus"",""plus-blouses-and-shirts"",""plus-plaids-and-flannels""]","A cute twist on a classic favorite, featuring the familiar plaid print on a comfortable henley top. It's lightweight, featuring rolled tab sleeves and a 2-button yoke.
			rue+ Collection
			Rolled tab sleeves
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-001110-0007545",Plus Red Plaid Henley Top,0.0,0.0,0.0,0.0
247,7113-000060-0003101-0001,"[""plus"",""plus-tank-tops""]","Get your hippie on in this super soft brushed knit tank, featuring a bold black and white tie-dye print! Wear it alone or layer it up.
			rue+ Collection
			92% polyester, 8% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7113-000060-0003101",Plus Tie-Dye Brushed Tank,4.0,25.0,18.0,10.0
248,7121-000530-0004413,"[""uncategorised""]","A playful cowl neck tunic that's ideal for the cool temperatures. Features a cinched hem and a striped pattern that goes across the center and sleeves.
			rue+ Collection
			60% cotton, 40% acrylic
			Machine wash
			Model wears size 2X
			Imported
			STYLE: 7121-000530-0004413",Plus Red Cowl Neck Striped Tunic,0.0,0.0,0.0,0.0
249,7121-001364-0004148,"[""uncategorised""]","Wrap yourself up in this casual cute cocoon sweater, featuring a 2-tone scalloped knit. The flattering draping and rounded hem make this the perfect top to layer on, on a breezy day.
			rue+ Collection
			Lightweight, knit
			65% rayon, 35% polyester
			Hand wash
			Model wears size Small
			Imported
			STYLE: 7121-001364-0004148",Plus Cream 2-Tone Scalloped Cocoon,0.0,0.0,0.0,0.0
250,7130-000752-0003584,"[""plus"",""plus-blouses-and-shirts"",""plus-shirts""]","Work the boho trend in this pretty gauze top. The cold-shoulder cutouts give a peek of skin while the sharkbite hemline creates a romantic summer feel. The top is complete with tribal tape and a crochet insert at the front yoke.
			rue+ Collection
			100% rayon
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7130-000752-0003584",Plus Ivory Boho Dream Cold Shoulder Top,18.0,0.0,0.0,0.0
251,7130-001488-0001379,"[""plus"",""plus-kimonos""]","Add a pop of trendy design with this flowing chiffon tank kimono. With a sleeveless cut and bold tribal print, this layering piece makes everyday style a breeze. A long corded fringe border completes the look.
			rue+ Collection
			100% polyester
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7130-001488-0001379",Plus Tan Tribal Fringe Tank Kimono,12.0,8.0,0.0,0.0
252,7130-001488-0003621,"[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]","Looking for layers in all of the right places. This fashionable poncho, cut from an airy chiffon, boasts cold shoulder cut-outs for a peek of skin. The fabric flaunts black and white boho paisley prints and finishes with a flowing hem.
			rue+ Collection
			100% polyester
			Machine wash
			Model wears size 1X
			Imported
			Undergarment not included
			STYLE: 7130-001488-0003621",Plus Black Border Cold Shoulder Poncho,0.0,0.0,0.0,0.0
253,7130-001488-0006330,"[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]","Add a little boho flair to your wardrobe with this pretty popover top. Semi-sheer and constructed with an airy chiffon, this top features an intricate boho and tribal elephant print. Finished with a lattice back yoke.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7130-001488-0006330",Plus Tribal Elephant Lattice Popover,6.0,10.0,0.0,0.0
254,7132-001110-0002498,"[""plus"",""plus-blouses-and-shirts"",""plus-shirts""]","This woven button down showcases casual chic with a nautical flair. Designed with a navy and white striped print, it's perfect for catching the sea breeze.
			rue+ Collection
			100% rayon
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7132-001110-0002498",Plus Sleeveless Striped Tunic,9.0,23.0,0.0,0.0
255,7133-001110-0002615,"[""plus"",""plus-tank-tops""]","With its cool criss-cross caged back and rich blue bandana print, this breeze gauze woven tank will keep you cool while you look hot. Mix and match it to create the perfect Summer look!
			rue+ Collection
			A 2-piece trend mix & match style!
			Undergarment sold separately
			100% rayon
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7133-001110-0002615",Plus Bandana Caged Back Gauze Tank,9.0,0.0,0.0,0.0
256,7134-001110-0002391,"[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]","Cut from a breezy cloth, this crepe popover top is a sophisticated transitioning piece for the upcoming season. Lightweight and perfect for layering, this chevron top features a zip down front yoke, rolled tab sleeves and rounded hemline.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7134-001110-0002391",Plus Chevron Crepe Zipped Popover Top,0.0,20.0,0.0,0.0
257,7134-001110-0002392,"[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]","Cut from a breezy cloth, this crepe popover top is a sophisticated transitioning piece for the upcoming season. Lightweight and perfect for layering, this ivory top features a zip down front yoke, rolled tab sleeves and rounded hemline.
			rue+ Collection
			Zip front neckline
			Rolled tab sleeves
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7134-001110-0002392",Plus Ivory Crepe Zipped Popover Top,0.0,0.0,0.0,0.0
258,7134-001110-0002694,"[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]","A blouse that really puts in the overtime hours by effortlessly transitioning from day to night. Made with a breezy gauze fabric, featuring a burgundy and multi-colored chevron print. It's accented with two front pockets and a pointed collar.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7134-001110-0002694",Plus Burgundy Wide Chevron Equipment Blouse,0.0,0.0,0.0,0.0
259,7134-001110-0003442,"[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]","This semi-sheer popover top toes the line between casual and dress tops so that you can enjoy the best of both worlds. Designed with a polka dot chevron print, rolled tab sleeves and a mandarin collar.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7134-001110-0003442",Plus Dotted Chevron Popover,18.0,0.0,0.0,0.0
260,7134-001110-0005849-0098,"[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]","Casual chic can be achieved with ease in this lightweight popover blouse. It's semi-sheer, chiffon construction makes it ideal for layering. The metallic gold button accents at the yoke and sleeves leave a refined finishing touch.
			rue+ Collection
			Rolled tab sleeves
			Front pocket
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7134-001110-0005849",Plus Zebra Popover Blouse,11.0,26.0,5.0,0.0
261,7134-001686-0001186,"[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]","Get lost in a swirl of colorful paisley prints in this pretty popover top. Designed in shades of soft pastels, this semi-sheer chiffon top is perfect for layering. Complete with black tassel ties at the yoke.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			Undergarment not included
			STYLE: 7134-001686-0001186",Plus Ivory Gypsy Dreams Popover Top,12.0,27.0,0.0,0.0
262,7140-000604-0009458,"[""plus"",""plus-jackets-and-coats""]","Go grunge in this edgy denim zip down vest. Features frayed arm openings and two front flap pockets.
			rue+ Collection
			100% cotton
			Machine wash 
			Model wears size 2X
			Imported
			STYLE: 7140-000604-0009458",Plus Light Blue Frayed Zip Down Denim Vest,0.0,0.0,0.0,0.0
263,7151-000530-0009333,"[""plus"",""plus-sweatshirts-and-hoodies""]","A cat with attitude, this sweatshirt features a cat in streetwear. Don't question it, just accept it.
			rue+ Collection
			100% polyester
			Machine wash
			Model wears size 2X
			Imported
			STYLE: 7151-000530-0009333",Plus White New York Cat Sweatshirt,7.0,37.0,0.0,0.0
264,7160-000483-0001400,"[""plus"",""plus-graphic-tees-and-tanks""]","Even Marilyn had her off days and you deserve one too in this cozy sweatshirt. Featuers a screen printed design of the cultural icon on the front and down the sleeves.
			rue+ Collection
			60% cotton, 40% polyester
			Machine wash 
			Model wears size 2X
			imported
			STYLE: 7160-000483-0001400",Plus Marilyn Monroe N1 Sweatshirt,0.0,0.0,0.0,0.0
265,7160-000483-0002600,"[""plus"",""plus-graphic-tees-and-tanks""]","A knit gridiron pullover with a screen print photoreal Marilyn Monroe and terry stitched applique lettering.
			rue+ Collection
			60% cotton, 40% polyester
			Machine washable
			Model wears size 2X
			Imported
			STYLE: 7160-000483-0002600",Plus Marilyn Gridiron Pullover,0.0,0.0,0.0,0.0
266,7165-000875-0004125,"[""plus"",""plus-graphic-tees-and-tanks""]","No lies detected here. This jersey knit tee is featured in hot pink with cinched side seams and ""Cute AF"" boldly printed across the front. Nope, still can't find the lie.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Made in U.S.A.
			STYLE: 7165-000875-0004125",Plus Hot Pink Cute AF Tee,0.0,0.0,0.0,0.0
267,7169-000875-0003052,"[""plus"",""plus-graphic-tees-and-tanks""]","Be the flawless diva that you truly are in this muscle tee. Made from a lightweight jersey knit and featuring a screen printed, bandana-rocking emoji at the front with the text ""#wokeuplikethis."" Complete with raw cut slashes at the side seams.
			rue+ Collection
			83% polyester, 14% rayon, 3% spandex
			Machine wash 
			Model wears size 1X
			Made in U.S.A.
			STYLE: 7169-000875-0003052",Plus Diva Emoji Muscle Tee,0.0,0.0,0.0,0.0
268,7174-001110-0002585,"[""plus"",""plus-tank-tops""]","This flashy tank is designed for the bold at heart, featuring a colorful burned out tropical pattern on the front. The look is completed with a semi-sheer chiffon back and a high-low hemline.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7174-001110-0002585",Plus Tropical Burn Out Tank,4.0,0.0,0.0,0.0
269,7182-001686-0007521-0001,"[""plus"",""plus-skirts"",""plus-midi-skirts""]","Oh no, the pleasure is all ours. This pretty pleated skirt is built from a flowing chiffon that waves in a greeting with each step. Complete with a comfortable elastic waist.
			rue+ Collection
			Built in slip
			100% polyester
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7182-001686-0007521",Plus Black Pleats To Meet You Skirt,22.0,51.0,15.0,0.0
270,7183-001125-0007601,"[""plus"",""plus-skirts"",""plus-mini-skirts""]","Out with the old and in with the bold! This hot knit skirt features a black and white striped design with a stylish asymmetrically cut at the front. Ideal for casual and dress wear.
			rue+ Collection
			Synthetic blend
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7183-001125-0007601",Plus Striped Asymmetrical Skirt,10.0,6.0,0.0,0.0
271,7203-000604-0004893-0043,"[""plus"",""plus-jeans"",""plus-bootcut-jeans""]","Step out of your usual jean routine with this stylish slim boot. It's been sandblasted and adorned with embroidery and metallic studs at the coin and back flap pockets. Sits on waist. Skinny fit from thigh to knee. Flares out from knee.
			rue+ Collection
			Approx. 17 in. leg opening
			Approx. 33 in. inseam
			69% cotton, 30% polyester, 1% spandex
			Machine wash 
			Model wears size 14
			Imported
			STYLE: 7203-000604-0004893",Plus Distressed Slim Boot Jean,0.0,93.0,78.0,8.0
272,7203-001017-0003152-0001,"[""plus"",""plus-jeans"",""plus-jeggings""]","Every closet deserves a comfortable pairs of jeans. This basic jegging is the perfect companion for a casual outfit, shown in black with a mid rise fit. Super fitted through leg.
			rue+ Collection
			Contoured waist; lower front with no gap in back
			Approx. 13 in. leg opening
			Approx. 31 in. inseam
			81% cotton, 18% polyester, 1% spandex
			Machine wash 
			Model wears size 14
			Imported
			STYLE: 7203-001017-0003152",Plus Black Jegging in Curvy,11.0,252.0,48.0,0.0
273,7203-001017-0003154-0043,"[""plus"",""plus-jeans"",""plus-curvy-jeans""]","A traditional skinny jean with a few small twists. Constructed in curvy with a vintage wash, this jean features a higher coin pocket and elegantly embroidered back flap pockets in metallic and blues. Low rise. Fitted through leg.
			rue+ Collection
			Contoured waist; lower front with no gap in back
			Approx. 13 in. leg opening
			Approx. 31 in. inseam
			98% cotton, 2% spandex
			Machine wash 
			Model wears size 14
			Imported
			STYLE: 7203-001017-0003154",Plus 2-Shank Skinny Jean in Curvy,68.0,97.0,26.0,25.0
274,7205-001367-0003849,"[""plus"",""plus-jeans"",""plus-flare-jeans""]","Get ready to dazzle in this pretty flare jean. Designed with a sandblasted vintage wash, it features crystal and leather embellishments at the coin and back pockets. Sits on waist. Flares out from knee.
			rue+ Collection
			Approx. 20 in. leg opening
			Approx. 33 in. inseam
			75% cotton, 24% polyester, 1% spandex
			Machine wash 
			Model wears size 14
			Imported
			STYLE: 7205-001367-0003849",Plus Sandblasted Crystal Set Flare Jean,2.0,0.0,0.0,0.0
275,7212-000124-0000130,"[""plus"",""plus-leggings""]","This colorful knit legging is an eye-opener at its best. Pair it with your favorite outfits for a colorful finishing touch.
			rue+ Collection
			Approx. 27 in. inseam
			95% cotton, 5% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7212-000124-0000130",Plus Blue Heaven Essential Legging,2.0,0.0,0.0,0.0
276,7212-001110-0002500,"[""plus"",""plus-leggings""]","Layer on with this comfortable jersey legging for a smooth and streamlined look. Featured in a dark shade, it makes the perfect complement to any outfit. Paneled elastic waistband for comfort.
			rue+ Collection
			Approx. 28 in. inseam
			95% cotton, 5% spandex
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7212-001110-0002500",Plus Charcoal Grey Essential Dark Legging,2.0,0.0,0.0,0.0
277,7214-001739-0006063,"[""plus"",""plus-joggers""]","Get ready for brunch with your besties in this cute woven jogger. Styled from a lightweight woven fabric with a black and white tribal print. It's completed with comfy elastic cuffs and metallic beaded drawstrings.
			rue+ Collection
			Approx. 26 in. inseam
			Elastic drawstring waist
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7214-001739-0006063",Plus Midnight Tribal Jogger,9.0,0.0,1.0,0.0
278,7222-001110-0005706,"[""plus"",""plus-shorts""]","Dress to impress in this adorable summer short. Crafted from lightweight gauze, it features daisy crochet trimmed cuffs and a comfy elastic waistband.
			rue+ Collection
			Approx. 4.5 in. inseam
			100% rayon
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7222-001110-0005706",Plus Black Crochet Daisy Trim Short,0.0,0.0,0.0,0.0
279,7230-000786-0009545-0001,"[""plus"",""plus-dresses"",""plus-mini-dresses""]","Rule the night in this sultry bodycon dress. Crafted with lightly textured knit, featuring black and burgundy asymmetrical stripes at the skirt. But the finishing touch is a dazzling removable necklace with metallic and faux pearl beads.
			rue+ Collection
			Includes tassel necklace
			95% polyester, 5% spandex
			Machine wash 
			Model wears size 1X
			Made in U.S.A.
			STYLE: 7230-000786-0009545",Plus Black Color Split Bodycon Dress,7.0,124.0,223.0,0.0
280,7230-001125-0008200,"[""plus"",""plus-dresses"",""plus-mini-dresses""]","Don't hold back, let out your wild side in this hot bodycon dress. Designed with a soft jersey knit, black fringe trails along long sleeves for a carefree look. Go ahead, be bold tonight!
			rue+ Collection
			96% rayon, 4% spandex
			Machine wash 
			Model wears size Small
			Made in U.S.A.
			STYLE: 7230-001125-0008200",Plus Burgundy Fringed Diva Bodycon Dress,0.0,0.0,0.0,0.0
281,7230-001739-0006138-0010,"[""plus"",""plus-dresses"",""plus-mini-dresses""]","The relaxed fit of this sundress is ideal for warmer days. Cut from an airy gauze fabric, this dress features a sweetheart neckline with a floral lace insert. Layered or worn alone, this piece gives off a casual chic feel.
			rue+ Collection
			Built-in slip
			Adjustable straps
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7230-001739-0006138",Plus White Lace Sweetheart Sundress,8.0,36.0,111.0,0.0
282,7230-001739-0006230-0067,"[""plus"",""plus-dresses"",""plus-mini-dresses""]","This bell-sleeved beauty is ready to pull your summer look together. Designed with a soft challis fabric, it features Southwestern-inspired embroidery at the shoulders. The look finished with flowing bell sleeves.
			rue+ Collection
			Lined
			100% rayon
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7230-001739-0006230",Plus Burgundy Southwest Challis Shift Dress,3.0,20.0,106.0,107.0
283,7230-001750-0007172,"[""plus"",""plus-dresses"",""plus-mini-dresses""]","Channel your favorite retro diva of days past in this cute blouson dress. Designed with a colored chevron pattern with semi-sheer sleeves. Complete with an elastic waistline and fashion tie yoke.
			rue+ Collection
			Fully lined
			100% polyester
			Machine wash 
			Model wears size 1X
			Made in U.S.A.
			STYLE: 7230-001750-0007172",Plus Light Green Retro Chevron Blouson Dress,9.0,2.0,0.0,0.0
284,7234-001725-0005693,"[""plus"",""plus-dresses"",""plus-maxi-dresses""]","Spice up your summer wardrobe with something colorful! This pretty maxi dress is designed with an openwork crochet tank top and colorful tribal printed woven skirt. Complete with a back slit and braided faux leather belt.
			rue+ Collection
			Lined; built-in half slip
			Adjustable braided belt
			Self: 100% polyester; Contrast: 97% polyester, 3% spandex; Lining: 100% polyester
			Hand wash 
			Model wears size 1X
			Imported
			STYLE: 7234-001725-0005693",Plus Crochet Belted Maxi Dress,1.0,0.0,0.0,0.0
285,7235-000768-0009922,"[""plus"",""plus-dresses"",""plus-midi-dresses""]","All sundresses are not created equal. This pretty woven mini dress features a black and gray chevron print with a zipped bodice. The feminine and edgy look is complete with a flat ruffled neckline and lightly elasticized waistband.
			rue+ Collection
			Zip front accent
			Built-in slip
			Body/Lining: 100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7235-000768-0009922",Plus Chevron Ruffled Sundress,0.0,0.0,0.0,0.0
286,7236-001110-0002733-0139,"[""plus"",""plus-dresses"",""plus-mini-dresses""]","Make sure to include this pretty skater dress in your next summer adventure. The jersey knit build features a colorful mint green, pink, and tan chevron print with hints of streaking. The flared skirt and braided belt complete with fun look.
			rue+ Collection
			Adjustable belt
			95% polyester, 5% spandex
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7236-001110-0002733",Plus Mixed Chevron Skater Dress,10.0,76.0,46.0,0.0
287,7236-001110-0002826-0086,"[""plus"",""plus-dresses"",""plus-mini-dresses""]","Fall into the groove of the western beat in this eye-catching dress. Designed with a lightly textured knit, featuring a vibrant neon orange and black tribal inspired print. The look is topped off with a high neck and flared skirt.
			rue+ Collection
			Back zip closure
			97% polyester, 3% spandex
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7236-001110-0002826",Plus High Neck Tribal Skater Dress,11.0,71.0,44.0,215.0
288,7236-001110-0002842,"[""plus"",""plus-dresses"",""plus-mini-dresses""]","A casual, yet sleek and modern dress for the gal on-the-go. This jersey knit dress is crafted with black knit and slim white stripes. It features elbow length sleeves and a handkerchief cut hemline.
			rue+ Collection
			95% rayon, 5% spandex
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 7236-001110-0002842",Plus Black Striped Hanky Dress,11.0,20.0,0.0,0.0
289,7531-000877-0006349-0064,"[""plus"",""plus-undies-and-shapewear""]","Flirty and sleek, this daring duo features a burnout leopard pattern at the front. Complete with lace trim and a bow at the front.
			rue+ Collection
			Set of 2
			Low rise, less back coverage
			90% polyester, 10% spandex
			Hand wash 
			Imported
			STYLE: 7531-000877-0006349",Plus Pink Leopard Burnout Cheeky Duo,27.0,64.0,72.0,46.0
290,7540-000065-0000005,"[""plus"",""plus-swim"",""plus-swim-tops""]","Make a grand splash onto the scene in this hot bikini top. It features a sultry push-up design with comfortable adjustable straps for a beach ready look.
			rue+ Collection
			Built-in cups
			Adjustable straps
			Shell: 82% nylon, 18% spandex; Lining 100% polyester
			Hand wash
			Model wears size 1X
			Imported
			STYLE: 7540-000065-0000005",Plus Black Push Up Bikini Top,0.0,0.0,0.0,0.0
291,7540-000065-0000006,"[""plus"",""plus-swim"",""plus-swim-tops""]","Channel your inner retro starlet in this cute bandeau halter bikini top. Features a ruched bust and multi-colored abstract print with a flirty push-up lift!
			rue+ Collection
			Back tie closure; optional halter strap
			Lightly padded with underwire for support
			Light side boning
			Shell: 82% nylon, 18% spandex; Lining 100% polyester
			Hand wash
			Model wears size 1X
			Imported
			STYLE: 7540-000065-0000006",Plus Technicolor Halter Bandeau Bikini Top,30.0,53.0,0.0,0.0
292,7560-000908-0002572-0077,"[""plus"",""plus-accessories"",""plus-jewelry""]","A clustered charm bracelet featuring a pave star charm, multiple chains and faux pearls.
			rue+ Collection
			Approx. 7 in. in diameter
			Man-made materials
			One size fits most
			Imported
			STYLE: 7560-000908-0002572",Wish Upon a Star Bracelet - Wider Fit,0.0,0.0,1.0,0.0
293,7560-001562-0000046-0077,"[""plus"",""plus-accessories"",""plus-jewelry""]","A blend of sweet and sophisticated, this metallic bracelet knows how to balance out a look. Crafted in gold tone chain-links, featuring a lovely anchor charm with rhinestone accents.
			rue+ Collection
			Measures 9 in. in length
			Toggle closure
			One size fits most
			Man-made materials
			Imported
			STYLE: 7560-001562-0000046",Anchored Down Bracelet - Wider Fit,0.0,81.0,16.0,0.0
294,0249-000124-0001523-0001,"[""guys"",""short-sleeve-tees"",""crew-neck""]","It's heating up outside, so beat the heat in this tee. Jersey knit and featuring a color block design with colored striped across the middle. Complete with a convenient front pocket.
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0249-000124-0001523",Blocked & Striped Pocket Tee,0.0,1.0,0.0,0.0
295,7173-001364-0003322-0067,"[""plus"",""plus-tees"",""plus-long-sleeve""]","Your everyday basics don't have to be everyday boring! This super soft, long sleeve jersey tee features an extreme sharkbite hem for some added drama. Sure to become one of your favorite pullovers.
			rue+ Collection
			95% rayon, 5% spandex
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7173-001364-0003322",Plus Burgundy Extreme Sharkbite Top,0.0,1.0,0.0,0.0
